state,district,period,biometric_update_count
Jammu And Kashmir,Kargil,2025-03,2
Jammu And Kashmir,Kargil,2025-04,5
Jammu And Kashmir,Kargil,2025-05,2
Jammu And Kashmir,Kargil,2025-06,6
Jammu And Kashmir,Kargil,2025-07,2
Jammu And Kashmir,Kargil,2025-08,5
Jammu And Kashmir,Kargil,2025-09,10
Jammu And Kashmir,Kargil,2025-10,10
Jammu And Kashmir,Kargil,2025-11,12
Jammu And Kashmir,Kargil,2025-12,9
Jammu And Kashmir,Kargil,NaT,381
Jammu And Kashmir,Kathua,2025-01,24113
Jammu And Kashmir,Kathua,2025-02,26
Jammu And Kashmir,Kathua,2025-03,38
Jammu And Kashmir,Kathua,2025-04,103
Jammu And Kashmir,Kathua,2025-05,106
Jammu And Kashmir,Kathua,2025-06,85
Jammu And Kashmir,Kathua,2025-07,9
Jammu And Kashmir,Kathua,2025-08,125
Jammu And Kashmir,Kathua,2025-09,218
Jammu And Kashmir,Kathua,2025-10,152
Jammu And Kashmir,Kathua,2025-11,184
Jammu And Kashmir,Kathua,2025-12,59
Jammu And Kashmir,Kathua,NaT,1002
Jammu And Kashmir,Kishtwar,2025-01,14468
Jammu And Kashmir,Kishtwar,2025-02,23
Jammu And Kashmir,Kishtwar,2025-03,5
Jammu And Kashmir,Kishtwar,2025-04,43
Jammu And Kashmir,Kishtwar,2025-05,29
Jammu And Kashmir,Kishtwar,2025-06,45
Jammu And Kashmir,Kishtwar,2025-07,6
Jammu And Kashmir,Kishtwar,2025-08,77
Jammu And Kashmir,Kishtwar,2025-09,51
Jammu And Kashmir,Kishtwar,2025-10,38
Jammu And Kashmir,Kishtwar,2025-11,54
Jammu And Kashmir,Kishtwar,2025-12,51
Jammu And Kashmir,Kishtwar,NaT,425
Jammu And Kashmir,Kulgam,2025-01,16997
Jammu And Kashmir,Kulgam,2025-02,113
Jammu And Kashmir,Kulgam,2025-03,7
Jammu And Kashmir,Kulgam,2025-04,53
Jammu And Kashmir,Kulgam,2025-05,67
Jammu And Kashmir,Kulgam,2025-06,58
Jammu And Kashmir,Kulgam,2025-08,99
Jammu And Kashmir,Kulgam,2025-09,107
Jammu And Kashmir,Kulgam,2025-10,93
Jammu And Kashmir,Kulgam,2025-11,61
Jammu And Kashmir,Kulgam,2025-12,1
Jammu And Kashmir,Kulgam,NaT,589
Jammu And Kashmir,Kupwara,2025-01,32003
Jammu And Kashmir,Kupwara,2025-02,266
Jammu And Kashmir,Kupwara,2025-03,246
Jammu And Kashmir,Kupwara,2025-04,237
Jammu And Kashmir,Kupwara,2025-05,153
Jammu And Kashmir,Kupwara,2025-06,88
Jammu And Kashmir,Kupwara,2025-07,10
Jammu And Kashmir,Kupwara,2025-08,151
Jammu And Kashmir,Kupwara,2025-09,205
Jammu And Kashmir,Kupwara,2025-10,126
Jammu And Kashmir,Kupwara,2025-11,193
Jammu And Kashmir,Kupwara,2025-12,27
Jammu And Kashmir,Kupwara,NaT,1016
Jammu And Kashmir,Leh,2025-01,1071
Jammu And Kashmir,Leh,2025-02,6
Jammu And Kashmir,Leh,2025-03,4
Jammu And Kashmir,Leh,2025-04,9
Jammu And Kashmir,Leh,2025-05,1
Jammu And Kashmir,Leh,2025-06,6
Jammu And Kashmir,Leh,2025-07,1
Jammu And Kashmir,Leh,2025-08,8
Jammu And Kashmir,Leh,2025-09,10
Jammu And Kashmir,Leh,2025-10,6
Jammu And Kashmir,Leh,2025-11,14
Jammu And Kashmir,Leh,2025-12,26
Jammu And Kashmir,Leh,NaT,296
Jammu And Kashmir,Pulwama,2025-01,13853
Jammu And Kashmir,Pulwama,2025-02,93
Jammu And Kashmir,Pulwama,2025-03,11
Jammu And Kashmir,Pulwama,2025-04,108
Jammu And Kashmir,Pulwama,2025-05,37
Jammu And Kashmir,Pulwama,2025-06,43
Jammu And Kashmir,Pulwama,2025-08,61
Jammu And Kashmir,Pulwama,2025-09,100
Jammu And Kashmir,Pulwama,2025-10,60
Jammu And Kashmir,Pulwama,2025-11,72
Jammu And Kashmir,Pulwama,2025-12,15
Jammu And Kashmir,Pulwama,NaT,455
Jammu And Kashmir,Punch,2025-01,25613
Jammu And Kashmir,Punch,2025-02,149
Jammu And Kashmir,Punch,2025-03,100
Jammu And Kashmir,Punch,2025-04,112
Jammu And Kashmir,Punch,2025-05,85
Jammu And Kashmir,Punch,2025-06,32
Jammu And Kashmir,Punch,2025-07,5
Jammu And Kashmir,Punch,2025-08,80
Jammu And Kashmir,Punch,2025-09,193
Jammu And Kashmir,Punch,2025-10,101
Jammu And Kashmir,Punch,2025-11,145
Jammu And Kashmir,Punch,2025-12,75
Jammu And Kashmir,Punch,NaT,764
Jammu And Kashmir,Rajouri,2025-01,29983
Jammu And Kashmir,Rajouri,2025-02,267
Jammu And Kashmir,Rajouri,2025-03,61
Jammu And Kashmir,Rajouri,2025-04,186
Jammu And Kashmir,Rajouri,2025-05,159
Jammu And Kashmir,Rajouri,2025-06,23
Jammu And Kashmir,Rajouri,2025-07,4
Jammu And Kashmir,Rajouri,2025-08,209
Jammu And Kashmir,Rajouri,2025-09,282
Jammu And Kashmir,Rajouri,2025-10,222
Jammu And Kashmir,Rajouri,2025-11,184
Jammu And Kashmir,Rajouri,2025-12,50
Jammu And Kashmir,Rajouri,NaT,1133
Jammu And Kashmir,Ramban,2025-01,13034
Jammu And Kashmir,Ramban,2025-02,20
Jammu And Kashmir,Ramban,2025-03,5
Jammu And Kashmir,Ramban,2025-04,36
Jammu And Kashmir,Ramban,2025-05,35
Jammu And Kashmir,Ramban,2025-06,58
Jammu And Kashmir,Ramban,2025-07,1
Jammu And Kashmir,Ramban,2025-08,37
Jammu And Kashmir,Ramban,2025-09,79
Jammu And Kashmir,Ramban,2025-10,57
Jammu And Kashmir,Ramban,2025-11,82
Jammu And Kashmir,Ramban,2025-12,48
Jammu And Kashmir,Ramban,NaT,478
Jammu And Kashmir,Reasi,2025-01,15522
Jammu And Kashmir,Reasi,2025-02,73
Jammu And Kashmir,Reasi,2025-03,7
Jammu And Kashmir,Reasi,2025-04,48
Jammu And Kashmir,Reasi,2025-05,36
Jammu And Kashmir,Reasi,2025-06,46
Jammu And Kashmir,Reasi,2025-07,2
Jammu And Kashmir,Reasi,2025-08,52
Jammu And Kashmir,Reasi,2025-09,75
Jammu And Kashmir,Reasi,2025-10,72
Jammu And Kashmir,Reasi,2025-11,79
Jammu And Kashmir,Reasi,2025-12,38
Jammu And Kashmir,Reasi,NaT,571
Jammu And Kashmir,Samba,2025-01,5997
Jammu And Kashmir,Samba,2025-02,15
Jammu And Kashmir,Samba,2025-03,4
Jammu And Kashmir,Samba,2025-04,40
Jammu And Kashmir,Samba,2025-05,16
Jammu And Kashmir,Samba,2025-06,54
Jammu And Kashmir,Samba,2025-07,4
Jammu And Kashmir,Samba,2025-08,42
Jammu And Kashmir,Samba,2025-09,60
Jammu And Kashmir,Samba,2025-10,60
Jammu And Kashmir,Samba,2025-11,54
Jammu And Kashmir,Samba,2025-12,10
Jammu And Kashmir,Samba,NaT,305
Jammu And Kashmir,Shupiyan,2025-01,9444
Jammu And Kashmir,Shupiyan,2025-02,94
Jammu And Kashmir,Shupiyan,2025-03,4
Jammu And Kashmir,Shupiyan,2025-04,43
Jammu And Kashmir,Shupiyan,2025-05,45
Jammu And Kashmir,Shupiyan,2025-06,32
Jammu And Kashmir,Shupiyan,2025-08,87
Jammu And Kashmir,Shupiyan,2025-09,143
Jammu And Kashmir,Shupiyan,2025-10,108
Jammu And Kashmir,Shupiyan,2025-11,105
Jammu And Kashmir,Shupiyan,NaT,624
Jammu And Kashmir,Srinagar,2025-01,34991
Jammu And Kashmir,Srinagar,2025-02,360
Jammu And Kashmir,Srinagar,2025-03,213
Jammu And Kashmir,Srinagar,2025-04,264
Jammu And Kashmir,Srinagar,2025-05,137
Jammu And Kashmir,Srinagar,2025-06,210
Jammu And Kashmir,Srinagar,2025-07,53
Jammu And Kashmir,Srinagar,2025-08,214
Jammu And Kashmir,Srinagar,2025-09,372
Jammu And Kashmir,Srinagar,2025-10,268
Jammu And Kashmir,Srinagar,2025-11,251
Jammu And Kashmir,Srinagar,2025-12,105
Jammu And Kashmir,Srinagar,NaT,1856
Jammu And Kashmir,Udhampur,2025-01,29699
Jammu And Kashmir,Udhampur,2025-02,32
Jammu And Kashmir,Udhampur,2025-03,12
Jammu And Kashmir,Udhampur,2025-04,82
Jammu And Kashmir,Udhampur,2025-05,60
Jammu And Kashmir,Udhampur,2025-06,113
Jammu And Kashmir,Udhampur,2025-08,106
Jammu And Kashmir,Udhampur,2025-09,170
Jammu And Kashmir,Udhampur,2025-10,131
Jammu And Kashmir,Udhampur,2025-11,135
Jammu And Kashmir,Udhampur,2025-12,36
Jammu And Kashmir,Udhampur,NaT,1077
Jharkhand,Bokaro,2025-01,73034
Jharkhand,Bokaro,2025-02,794
Jharkhand,Bokaro,2025-03,101
Jharkhand,Bokaro,2025-04,249
Jharkhand,Bokaro,2025-05,30
Jharkhand,Bokaro,2025-06,534
Jharkhand,Bokaro,2025-07,19
Jharkhand,Bokaro,2025-08,664
Jharkhand,Bokaro,2025-09,820
Jharkhand,Bokaro,2025-10,502
Jharkhand,Bokaro,2025-11,731
Jharkhand,Bokaro,2025-12,676
Jharkhand,Bokaro,NaT,3203
Jharkhand,Chatra,2025-01,44067
Jharkhand,Chatra,2025-02,562
Jharkhand,Chatra,2025-03,57
Jharkhand,Chatra,2025-04,141
Jharkhand,Chatra,2025-05,39
Jharkhand,Chatra,2025-06,417
Jharkhand,Chatra,2025-07,24
Jharkhand,Chatra,2025-08,514
Jharkhand,Chatra,2025-09,630
Jharkhand,Chatra,2025-10,291
Jharkhand,Chatra,2025-11,468
Jharkhand,Chatra,2025-12,708
Jharkhand,Chatra,NaT,2640
Jharkhand,Deoghar,2025-01,45835
Jharkhand,Deoghar,2025-02,421
Jharkhand,Deoghar,2025-03,71
Jharkhand,Deoghar,2025-04,136
Jharkhand,Deoghar,2025-05,21
Jharkhand,Deoghar,2025-06,248
Jharkhand,Deoghar,2025-07,13
Jharkhand,Deoghar,2025-08,240
Jharkhand,Deoghar,2025-09,401
Jharkhand,Deoghar,2025-10,280
Jharkhand,Deoghar,2025-11,316
Jharkhand,Deoghar,2025-12,305
Jharkhand,Deoghar,NaT,1479
Jharkhand,Dhanbad,2025-01,108120
Jharkhand,Dhanbad,2025-02,795
Jharkhand,Dhanbad,2025-03,301
Jharkhand,Dhanbad,2025-04,406
Jharkhand,Dhanbad,2025-05,219
Jharkhand,Dhanbad,2025-06,434
Jharkhand,Dhanbad,2025-07,176
Jharkhand,Dhanbad,2025-08,674
Jharkhand,Dhanbad,2025-09,785
Jharkhand,Dhanbad,2025-10,662
Jharkhand,Dhanbad,2025-11,730
Jharkhand,Dhanbad,2025-12,797
Jharkhand,Dhanbad,NaT,3436
Jharkhand,Dumka,2025-01,54286
Jharkhand,Dumka,2025-02,464
Jharkhand,Dumka,2025-03,127
Jharkhand,Dumka,2025-04,140
Jharkhand,Dumka,2025-05,43
Jharkhand,Dumka,2025-06,215
Jharkhand,Dumka,2025-07,29
Jharkhand,Dumka,2025-08,325
Jharkhand,Dumka,2025-09,447
Jharkhand,Dumka,2025-10,282
Jharkhand,Dumka,2025-11,366
Jharkhand,Dumka,2025-12,381
Jharkhand,Dumka,NaT,1938
Jharkhand,East Singhbhum,2025-01,94995
Jharkhand,East Singhbhum,2025-02,960
Jharkhand,East Singhbhum,2025-03,202
Jharkhand,East Singhbhum,2025-04,422
Jharkhand,East Singhbhum,2025-05,129
Jharkhand,East Singhbhum,2025-06,522
Jharkhand,East Singhbhum,2025-07,149
Jharkhand,East Singhbhum,2025-08,655
Jharkhand,East Singhbhum,2025-09,798
Jharkhand,East Singhbhum,2025-10,635
Jharkhand,East Singhbhum,2025-11,730
Jharkhand,East Singhbhum,2025-12,751
Jharkhand,East Singhbhum,NaT,3888
Jharkhand,Garhwa,2025-01,67793
Jharkhand,Garhwa,2025-02,851
Jharkhand,Garhwa,2025-03,142
Jharkhand,Garhwa,2025-04,126
Jharkhand,Garhwa,2025-05,33
Jharkhand,Garhwa,2025-06,313
Jharkhand,Garhwa,2025-07,33
Jharkhand,Garhwa,2025-08,632
Jharkhand,Garhwa,2025-09,753
Jharkhand,Garhwa,2025-10,557
Jharkhand,Garhwa,2025-11,608
Jharkhand,Garhwa,2025-12,536
Jharkhand,Garhwa,NaT,2622
Jharkhand,Garhwa *,2025-01,3589
Jharkhand,Garhwa *,2025-02,61
Jharkhand,Garhwa *,2025-03,15
Jharkhand,Garhwa *,2025-04,26
Jharkhand,Garhwa *,2025-05,6
Jharkhand,Garhwa *,2025-06,5
Jharkhand,Garhwa *,2025-08,34
Jharkhand,Garhwa *,2025-09,36
Jharkhand,Garhwa *,2025-10,23
Jharkhand,Garhwa *,2025-11,29
Jharkhand,Garhwa *,2025-12,30
Jharkhand,Garhwa *,NaT,176
Jharkhand,Giridih,2025-01,76574
Jharkhand,Giridih,2025-02,574
Jharkhand,Giridih,2025-03,178
Jharkhand,Giridih,2025-04,281
Jharkhand,Giridih,2025-05,87
Jharkhand,Giridih,2025-06,307
Jharkhand,Giridih,2025-07,49
Jharkhand,Giridih,2025-08,492
Jharkhand,Giridih,2025-09,533
Jharkhand,Giridih,2025-10,455
Jharkhand,Giridih,2025-11,513
Jharkhand,Giridih,2025-12,541
Jharkhand,Giridih,NaT,3125
Jharkhand,Godda,2025-01,55702
Jharkhand,Godda,2025-02,612
Jharkhand,Godda,2025-03,58
Jharkhand,Godda,2025-04,127
Jharkhand,Godda,2025-05,18
Jharkhand,Godda,2025-06,199
Jharkhand,Godda,2025-07,14
Jharkhand,Godda,2025-08,315
Jharkhand,Godda,2025-09,414
Jharkhand,Godda,2025-10,328
Jharkhand,Godda,2025-11,360
Jharkhand,Godda,2025-12,290
Jharkhand,Godda,NaT,1557
Jharkhand,Gumla,2025-01,57679
Jharkhand,Gumla,2025-02,560
Jharkhand,Gumla,2025-03,76
Jharkhand,Gumla,2025-04,157
Jharkhand,Gumla,2025-05,50
Jharkhand,Gumla,2025-06,369
Jharkhand,Gumla,2025-07,16
Jharkhand,Gumla,2025-08,679
Jharkhand,Gumla,2025-09,589
Jharkhand,Gumla,2025-10,389
Jharkhand,Gumla,2025-11,528
Jharkhand,Gumla,2025-12,602
Jharkhand,Gumla,NaT,2603
Jharkhand,Hazaribag,2025-01,5169
Jharkhand,Hazaribag,2025-02,48
Jharkhand,Hazaribag,2025-03,9
Jharkhand,Hazaribag,2025-04,12
Jharkhand,Hazaribag,2025-05,3
Jharkhand,Hazaribag,2025-06,28
Jharkhand,Hazaribag,2025-07,4
Jharkhand,Hazaribag,2025-08,40
Jharkhand,Hazaribag,2025-09,48
Jharkhand,Hazaribag,2025-10,37
Jharkhand,Hazaribag,2025-11,62
Jharkhand,Hazaribag,2025-12,48
Jharkhand,Hazaribag,NaT,222
Jharkhand,Hazaribagh,2025-01,51155
Jharkhand,Hazaribagh,2025-02,369
Jharkhand,Hazaribagh,2025-03,61
Jharkhand,Hazaribagh,2025-04,147
Jharkhand,Hazaribagh,2025-05,27
Jharkhand,Hazaribagh,2025-06,266
Jharkhand,Hazaribagh,2025-07,70
Jharkhand,Hazaribagh,2025-08,476
Jharkhand,Hazaribagh,2025-09,477
Jharkhand,Hazaribagh,2025-10,387
Jharkhand,Hazaribagh,2025-11,362
Jharkhand,Hazaribagh,2025-12,372
Jharkhand,Hazaribagh,NaT,1891
Jharkhand,Jamtara,2025-01,27350
Jharkhand,Jamtara,2025-02,220
Jharkhand,Jamtara,2025-03,89
Jharkhand,Jamtara,2025-04,117
Jharkhand,Jamtara,2025-05,31
Jharkhand,Jamtara,2025-06,156
Jharkhand,Jamtara,2025-07,22
Jharkhand,Jamtara,2025-08,211
Jharkhand,Jamtara,2025-09,271
Jharkhand,Jamtara,2025-10,238
Jharkhand,Jamtara,2025-11,224
Jharkhand,Jamtara,2025-12,254
Jharkhand,Jamtara,NaT,896
Jharkhand,Khunti,2025-01,28162
Jharkhand,Khunti,2025-02,360
Jharkhand,Khunti,2025-03,36
Jharkhand,Khunti,2025-04,133
Jharkhand,Khunti,2025-05,67
Jharkhand,Khunti,2025-06,202
Jharkhand,Khunti,2025-07,58
Jharkhand,Khunti,2025-08,268
Jharkhand,Khunti,2025-09,362
Jharkhand,Khunti,2025-10,275
Jharkhand,Khunti,2025-11,315
Jharkhand,Khunti,2025-12,312
Jharkhand,Khunti,NaT,1287
Jharkhand,Kodarma,2025-01,3442
Jharkhand,Kodarma,2025-02,21
Jharkhand,Kodarma,2025-03,4
Jharkhand,Kodarma,2025-04,22
Jharkhand,Kodarma,2025-05,2
Jharkhand,Kodarma,2025-06,8
Jharkhand,Kodarma,2025-07,2
Jharkhand,Kodarma,2025-08,11
Jharkhand,Kodarma,2025-09,20
Jharkhand,Kodarma,2025-10,13
Jharkhand,Kodarma,2025-11,19
Jharkhand,Kodarma,2025-12,28
Jharkhand,Kodarma,NaT,93
Jharkhand,Koderma,2025-01,27369
Jharkhand,Koderma,2025-02,174
Jharkhand,Koderma,2025-03,69
Jharkhand,Koderma,2025-04,100
Jharkhand,Koderma,2025-05,21
Jharkhand,Koderma,2025-06,114
Jharkhand,Koderma,2025-07,20
Jharkhand,Koderma,2025-08,190
Jharkhand,Koderma,2025-09,206
Jharkhand,Koderma,2025-10,169
Jharkhand,Koderma,2025-11,161
Jharkhand,Koderma,2025-12,204
Jharkhand,Koderma,NaT,820
Jharkhand,Latehar,2025-01,29634
Jharkhand,Latehar,2025-02,256
Jharkhand,Latehar,2025-03,28
Jharkhand,Latehar,2025-04,33
Jharkhand,Latehar,2025-05,13
Jharkhand,Latehar,2025-06,168
Jharkhand,Latehar,2025-07,6
Jharkhand,Latehar,2025-08,288
Jharkhand,Latehar,2025-09,338
Jharkhand,Latehar,2025-10,219
Jharkhand,Latehar,2025-11,284
Jharkhand,Latehar,2025-12,323
Jharkhand,Latehar,NaT,1209
Jharkhand,Lohardaga,2025-01,28528
Jharkhand,Lohardaga,2025-02,150
Jharkhand,Lohardaga,2025-03,22
Jharkhand,Lohardaga,2025-04,25
Jharkhand,Lohardaga,2025-05,17
Jharkhand,Lohardaga,2025-06,115
Jharkhand,Lohardaga,2025-07,9
Jharkhand,Lohardaga,2025-08,260
Jharkhand,Lohardaga,2025-09,248
Jharkhand,Lohardaga,2025-10,263
Jharkhand,Lohardaga,2025-11,266
Jharkhand,Lohardaga,2025-12,310
Jharkhand,Lohardaga,NaT,1003
Jharkhand,Pakaur,2025-01,1876
Jharkhand,Pakaur,2025-02,28
Jharkhand,Pakaur,2025-03,3
Jharkhand,Pakaur,2025-04,12
Jharkhand,Pakaur,2025-05,4
Jharkhand,Pakaur,2025-06,12
Jharkhand,Pakaur,2025-07,1
Jharkhand,Pakaur,2025-08,28
Jharkhand,Pakaur,2025-09,15
Jharkhand,Pakaur,2025-10,22
Jharkhand,Pakaur,2025-11,27
Jharkhand,Pakaur,2025-12,19
Jharkhand,Pakaur,NaT,73
Jharkhand,Pakur,2025-01,29086
Jharkhand,Pakur,2025-02,324
Jharkhand,Pakur,2025-03,42
Jharkhand,Pakur,2025-04,124
Jharkhand,Pakur,2025-05,26
Jharkhand,Pakur,2025-06,172
Jharkhand,Pakur,2025-07,6
Jharkhand,Pakur,2025-08,338
Jharkhand,Pakur,2025-09,228
Jharkhand,Pakur,2025-10,140
Jharkhand,Pakur,2025-11,241
Jharkhand,Pakur,2025-12,213
Jharkhand,Pakur,NaT,927
Jharkhand,Palamau,2025-01,1628
Jharkhand,Palamau,2025-02,21
Jharkhand,Palamau,2025-03,2
Jharkhand,Palamau,2025-04,4
Jharkhand,Palamau,2025-05,2
Jharkhand,Palamau,2025-06,13
Jharkhand,Palamau,2025-07,3
Jharkhand,Palamau,2025-08,13
Jharkhand,Palamau,2025-09,18
Jharkhand,Palamau,2025-10,4
Jharkhand,Palamau,2025-11,6
Jharkhand,Palamau,2025-12,6
Jharkhand,Palamau,NaT,57
Jharkhand,Palamu,2025-01,77579
Jharkhand,Palamu,2025-02,622
Jharkhand,Palamu,2025-03,93
Jharkhand,Palamu,2025-04,173
Jharkhand,Palamu,2025-05,30
Jharkhand,Palamu,2025-06,179
Jharkhand,Palamu,2025-07,26
Jharkhand,Palamu,2025-08,680
Jharkhand,Palamu,2025-09,643
Jharkhand,Palamu,2025-10,508
Jharkhand,Palamu,2025-11,682
Jharkhand,Palamu,2025-12,548
Jharkhand,Palamu,NaT,2411
Jharkhand,Pashchimi Singhbhum,2025-01,10044
Jharkhand,Pashchimi Singhbhum,2025-02,54
Jharkhand,Pashchimi Singhbhum,2025-03,9
Jharkhand,Pashchimi Singhbhum,2025-04,44
Jharkhand,Pashchimi Singhbhum,2025-05,2
Jharkhand,Pashchimi Singhbhum,2025-06,59
Jharkhand,Pashchimi Singhbhum,2025-07,1
Jharkhand,Pashchimi Singhbhum,2025-08,97
Jharkhand,Pashchimi Singhbhum,2025-09,104
Jharkhand,Pashchimi Singhbhum,2025-10,72
Jharkhand,Pashchimi Singhbhum,2025-11,90
Jharkhand,Pashchimi Singhbhum,2025-12,77
Jharkhand,Pashchimi Singhbhum,NaT,326
Jharkhand,Purbi Singhbhum,2025-01,14605
Jharkhand,Purbi Singhbhum,2025-02,132
Jharkhand,Purbi Singhbhum,2025-03,52
Jharkhand,Purbi Singhbhum,2025-04,96
Jharkhand,Purbi Singhbhum,2025-05,25
Jharkhand,Purbi Singhbhum,2025-06,92
Jharkhand,Purbi Singhbhum,2025-07,42
Jharkhand,Purbi Singhbhum,2025-08,95
Jharkhand,Purbi Singhbhum,2025-09,102
Jharkhand,Purbi Singhbhum,2025-10,57
Jharkhand,Purbi Singhbhum,2025-11,100
Jharkhand,Purbi Singhbhum,2025-12,110
Jharkhand,Purbi Singhbhum,NaT,596
Jharkhand,Ramgarh,2025-01,25067
Jharkhand,Ramgarh,2025-02,185
Jharkhand,Ramgarh,2025-03,43
Jharkhand,Ramgarh,2025-04,64
Jharkhand,Ramgarh,2025-05,11
Jharkhand,Ramgarh,2025-06,112
Jharkhand,Ramgarh,2025-07,24
Jharkhand,Ramgarh,2025-08,177
Jharkhand,Ramgarh,2025-09,210
Jharkhand,Ramgarh,2025-10,195
Jharkhand,Ramgarh,2025-11,222
Jharkhand,Ramgarh,2025-12,203
Jharkhand,Ramgarh,NaT,1042
Jharkhand,Ranchi,2025-01,129901
Jharkhand,Ranchi,2025-02,863
Jharkhand,Ranchi,2025-03,265
Jharkhand,Ranchi,2025-04,372
Jharkhand,Ranchi,2025-05,266
Jharkhand,Ranchi,2025-06,484
Jharkhand,Ranchi,2025-07,216
Jharkhand,Ranchi,2025-08,893
Jharkhand,Ranchi,2025-09,946
Jharkhand,Ranchi,2025-10,643
Jharkhand,Ranchi,2025-11,846
Jharkhand,Ranchi,2025-12,914
Jharkhand,Ranchi,NaT,4440
Jharkhand,Sahebganj,2025-01,44350
Jharkhand,Sahebganj,2025-02,386
Jharkhand,Sahebganj,2025-03,66
Jharkhand,Sahebganj,2025-04,101
Jharkhand,Sahebganj,2025-05,38
Jharkhand,Sahebganj,2025-06,76
Jharkhand,Sahebganj,2025-07,10
Jharkhand,Sahebganj,2025-08,345
Jharkhand,Sahebganj,2025-09,322
Jharkhand,Sahebganj,2025-10,235
Jharkhand,Sahebganj,2025-11,357
Jharkhand,Sahebganj,2025-12,379
Jharkhand,Sahebganj,NaT,1748
Jharkhand,Sahibganj,2025-01,1067
Jharkhand,Sahibganj,2025-02,13
Jharkhand,Sahibganj,2025-03,3
Jharkhand,Sahibganj,2025-04,4
Jharkhand,Sahibganj,2025-05,2
Jharkhand,Sahibganj,2025-06,1
Jharkhand,Sahibganj,2025-07,1
Jharkhand,Sahibganj,2025-08,19
Jharkhand,Sahibganj,2025-09,8
Jharkhand,Sahibganj,2025-10,11
Jharkhand,Sahibganj,2025-11,9
Jharkhand,Sahibganj,2025-12,6
Jharkhand,Sahibganj,NaT,47
Jharkhand,Seraikela-Kharsawan,2025-01,52809
Jharkhand,Seraikela-Kharsawan,2025-02,540
Jharkhand,Seraikela-Kharsawan,2025-03,63
Jharkhand,Seraikela-Kharsawan,2025-04,159
Jharkhand,Seraikela-Kharsawan,2025-05,21
Jharkhand,Seraikela-Kharsawan,2025-06,178
Jharkhand,Seraikela-Kharsawan,2025-07,49
Jharkhand,Seraikela-Kharsawan,2025-08,520
Jharkhand,Seraikela-Kharsawan,2025-09,501
Jharkhand,Seraikela-Kharsawan,2025-10,423
Jharkhand,Seraikela-Kharsawan,2025-11,482
Jharkhand,Seraikela-Kharsawan,2025-12,465
Jharkhand,Seraikela-Kharsawan,NaT,1976
Jharkhand,Simdega,2025-01,45801
Jharkhand,Simdega,2025-02,404
Jharkhand,Simdega,2025-03,70
Jharkhand,Simdega,2025-04,89
Jharkhand,Simdega,2025-05,42
Jharkhand,Simdega,2025-06,170
Jharkhand,Simdega,2025-07,12
Jharkhand,Simdega,2025-08,482
Jharkhand,Simdega,2025-09,474
Jharkhand,Simdega,2025-10,243
Jharkhand,Simdega,2025-11,338
Jharkhand,Simdega,2025-12,365
Jharkhand,Simdega,NaT,1755
Jharkhand,West Singhbhum,2025-01,93478
Jharkhand,West Singhbhum,2025-02,664
Jharkhand,West Singhbhum,2025-03,125
Jharkhand,West Singhbhum,2025-04,198
Jharkhand,West Singhbhum,2025-05,31
Jharkhand,West Singhbhum,2025-06,416
Jharkhand,West Singhbhum,2025-07,27
Jharkhand,West Singhbhum,2025-08,758
Jharkhand,West Singhbhum,2025-09,840
Jharkhand,West Singhbhum,2025-10,572
Jharkhand,West Singhbhum,2025-11,697
Jharkhand,West Singhbhum,2025-12,750
Jharkhand,West Singhbhum,NaT,4313
Karnataka,Bagalkot,2025-01,50096
Karnataka,Bagalkot,2025-02,514
Karnataka,Bagalkot,2025-03,375
Karnataka,Bagalkot,2025-04,382
Karnataka,Bagalkot,2025-05,62
Karnataka,Bagalkot,2025-06,268
Karnataka,Bagalkot,2025-07,33
Karnataka,Bagalkot,2025-08,409
Karnataka,Bagalkot,2025-09,443
Karnataka,Bagalkot,2025-10,274
Karnataka,Bagalkot,2025-11,426
Karnataka,Bagalkot,2025-12,356
Karnataka,Bagalkot,NaT,2010
Karnataka,Bagalkot *,2025-01,713
Karnataka,Bagalkot *,2025-02,18
Karnataka,Bagalkot *,2025-03,18
Karnataka,Bagalkot *,2025-04,17
Karnataka,Bagalkot *,2025-05,3
Karnataka,Bagalkot *,2025-06,4
Karnataka,Bagalkot *,2025-07,2
Karnataka,Bagalkot *,2025-08,24
Karnataka,Bagalkot *,2025-09,14
Karnataka,Bagalkot *,2025-10,13
Karnataka,Bagalkot *,2025-11,19
Karnataka,Bagalkot *,2025-12,16
Karnataka,Bagalkot *,NaT,69
Karnataka,Ballari,2025-01,24268
Karnataka,Ballari,2025-02,202
Karnataka,Ballari,2025-03,184
Karnataka,Ballari,2025-04,178
Karnataka,Ballari,2025-05,7
Karnataka,Ballari,2025-06,124
Karnataka,Ballari,2025-07,8
Karnataka,Ballari,2025-08,264
Karnataka,Ballari,2025-09,194
Karnataka,Ballari,2025-10,146
Karnataka,Ballari,2025-11,190
Karnataka,Ballari,2025-12,167
Karnataka,Ballari,NaT,1076
Karnataka,Bangalore,2025-01,133165
Karnataka,Bangalore,2025-02,1091
Karnataka,Bangalore,2025-03,834
Karnataka,Bangalore,2025-04,739
Karnataka,Bangalore,2025-05,528
Karnataka,Bangalore,2025-06,522
Karnataka,Bangalore,2025-07,400
Karnataka,Bangalore,2025-08,1016
Karnataka,Bangalore,2025-09,948
Karnataka,Bangalore,2025-10,695
Karnataka,Bangalore,2025-11,833
Karnataka,Bangalore,2025-12,824
