state,district,period,demographic_update_count
Gujarat,Porbandar,2025-08,98
Gujarat,Porbandar,2025-09,132
Gujarat,Porbandar,2025-10,137
Gujarat,Porbandar,2025-11,104
Gujarat,Porbandar,2025-12,262
Gujarat,Porbandar,NaT,1438
Gujarat,Rajkot,2025-01,33544
Gujarat,Rajkot,2025-02,259
Gujarat,Rajkot,2025-03,256
Gujarat,Rajkot,2025-04,825
Gujarat,Rajkot,2025-05,235
Gujarat,Rajkot,2025-06,710
Gujarat,Rajkot,2025-07,30
Gujarat,Rajkot,2025-08,1179
Gujarat,Rajkot,2025-09,888
Gujarat,Rajkot,2025-10,963
Gujarat,Rajkot,2025-11,490
Gujarat,Rajkot,2025-12,1263
Gujarat,Rajkot,NaT,8526
Gujarat,Sabar Kantha,2025-01,5
Gujarat,Sabar Kantha,2025-02,1
Gujarat,Sabar Kantha,2025-03,3
Gujarat,Sabar Kantha,2025-04,5
Gujarat,Sabar Kantha,2025-05,2
Gujarat,Sabar Kantha,2025-08,8
Gujarat,Sabar Kantha,2025-09,1
Gujarat,Sabar Kantha,2025-10,7
Gujarat,Sabar Kantha,2025-11,6
Gujarat,Sabar Kantha,2025-12,4
Gujarat,Sabar Kantha,NaT,91
Gujarat,Sabarkantha,2025-01,5855
Gujarat,Sabarkantha,2025-02,155
Gujarat,Sabarkantha,2025-03,227
Gujarat,Sabarkantha,2025-04,427
Gujarat,Sabarkantha,2025-05,75
Gujarat,Sabarkantha,2025-06,235
Gujarat,Sabarkantha,2025-07,4
Gujarat,Sabarkantha,2025-08,595
Gujarat,Sabarkantha,2025-09,342
Gujarat,Sabarkantha,2025-10,461
Gujarat,Sabarkantha,2025-11,195
Gujarat,Sabarkantha,2025-12,478
Gujarat,Sabarkantha,NaT,3978
Gujarat,Surat,2025-01,100626
Gujarat,Surat,2025-02,868
Gujarat,Surat,2025-03,1792
Gujarat,Surat,2025-04,1676
Gujarat,Surat,2025-05,864
Gujarat,Surat,2025-06,1302
Gujarat,Surat,2025-07,241
Gujarat,Surat,2025-08,1528
Gujarat,Surat,2025-09,1315
Gujarat,Surat,2025-10,1436
Gujarat,Surat,2025-11,1163
Gujarat,Surat,2025-12,2570
Gujarat,Surat,NaT,20374
Gujarat,Surendra Nagar,2025-01,5743
Gujarat,Surendra Nagar,2025-02,118
Gujarat,Surendra Nagar,2025-03,214
Gujarat,Surendra Nagar,2025-04,176
Gujarat,Surendra Nagar,2025-05,45
Gujarat,Surendra Nagar,2025-06,211
Gujarat,Surendra Nagar,2025-07,6
Gujarat,Surendra Nagar,2025-08,237
Gujarat,Surendra Nagar,2025-09,210
Gujarat,Surendra Nagar,2025-10,369
Gujarat,Surendra Nagar,2025-11,172
Gujarat,Surendra Nagar,2025-12,509
Gujarat,Surendra Nagar,NaT,3368
Gujarat,Surendranagar,2025-01,1
Gujarat,Surendranagar,2025-02,4
Gujarat,Surendranagar,2025-03,5
Gujarat,Surendranagar,2025-04,4
Gujarat,Surendranagar,2025-05,1
Gujarat,Surendranagar,2025-06,12
Gujarat,Surendranagar,2025-08,1
Gujarat,Surendranagar,2025-09,6
Gujarat,Surendranagar,2025-10,11
Gujarat,Surendranagar,2025-11,9
Gujarat,Surendranagar,2025-12,15
Gujarat,Surendranagar,NaT,129
Gujarat,Tapi,2025-01,718
Gujarat,Tapi,2025-02,54
Gujarat,Tapi,2025-03,32
Gujarat,Tapi,2025-04,67
Gujarat,Tapi,2025-05,26
Gujarat,Tapi,2025-06,94
Gujarat,Tapi,2025-07,2
Gujarat,Tapi,2025-08,145
Gujarat,Tapi,2025-09,87
Gujarat,Tapi,2025-10,64
Gujarat,Tapi,2025-11,117
Gujarat,Tapi,2025-12,148
Gujarat,Tapi,NaT,987
Gujarat,The Dangs,2025-01,1083
Gujarat,The Dangs,2025-02,17
Gujarat,The Dangs,2025-03,20
Gujarat,The Dangs,2025-04,58
Gujarat,The Dangs,2025-06,35
Gujarat,The Dangs,2025-08,67
Gujarat,The Dangs,2025-09,49
Gujarat,The Dangs,2025-10,40
Gujarat,The Dangs,2025-11,59
Gujarat,The Dangs,2025-12,132
Gujarat,The Dangs,NaT,549
Gujarat,Vadodara,2025-01,10854
Gujarat,Vadodara,2025-02,373
Gujarat,Vadodara,2025-03,506
Gujarat,Vadodara,2025-04,570
Gujarat,Vadodara,2025-05,287
Gujarat,Vadodara,2025-06,762
Gujarat,Vadodara,2025-07,71
Gujarat,Vadodara,2025-08,1139
Gujarat,Vadodara,2025-09,665
Gujarat,Vadodara,2025-10,943
Gujarat,Vadodara,2025-11,641
Gujarat,Vadodara,2025-12,883
Gujarat,Vadodara,NaT,9029
Gujarat,Valsad,2025-01,11312
Gujarat,Valsad,2025-02,271
Gujarat,Valsad,2025-03,182
Gujarat,Valsad,2025-04,177
Gujarat,Valsad,2025-05,98
Gujarat,Valsad,2025-06,313
Gujarat,Valsad,2025-07,21
Gujarat,Valsad,2025-08,322
Gujarat,Valsad,2025-09,349
Gujarat,Valsad,2025-10,356
Gujarat,Valsad,2025-11,325
Gujarat,Valsad,2025-12,351
Gujarat,Valsad,NaT,2936
Haryana,Ambala,2025-01,5827
Haryana,Ambala,2025-02,41
Haryana,Ambala,2025-03,32
Haryana,Ambala,2025-04,50
Haryana,Ambala,2025-05,75
Haryana,Ambala,2025-06,313
Haryana,Ambala,2025-07,14
Haryana,Ambala,2025-08,425
Haryana,Ambala,2025-09,186
Haryana,Ambala,2025-10,145
Haryana,Ambala,2025-11,210
Haryana,Ambala,2025-12,314
Haryana,Ambala,NaT,2669
Haryana,Bhiwani,2025-01,7073
Haryana,Bhiwani,2025-02,60
Haryana,Bhiwani,2025-03,115
Haryana,Bhiwani,2025-04,192
Haryana,Bhiwani,2025-05,111
Haryana,Bhiwani,2025-06,440
Haryana,Bhiwani,2025-07,43
Haryana,Bhiwani,2025-08,245
Haryana,Bhiwani,2025-09,145
Haryana,Bhiwani,2025-10,236
Haryana,Bhiwani,2025-11,92
Haryana,Bhiwani,2025-12,341
Haryana,Bhiwani,NaT,2649
Haryana,Charkhi Dadri,2025-01,2281
Haryana,Charkhi Dadri,2025-02,28
Haryana,Charkhi Dadri,2025-03,63
Haryana,Charkhi Dadri,2025-04,28
Haryana,Charkhi Dadri,2025-05,75
Haryana,Charkhi Dadri,2025-06,43
Haryana,Charkhi Dadri,2025-07,9
Haryana,Charkhi Dadri,2025-08,89
Haryana,Charkhi Dadri,2025-09,40
Haryana,Charkhi Dadri,2025-10,59
Haryana,Charkhi Dadri,2025-11,42
Haryana,Charkhi Dadri,2025-12,54
Haryana,Charkhi Dadri,NaT,1105
Haryana,Faridabad,2025-01,36491
Haryana,Faridabad,2025-02,256
Haryana,Faridabad,2025-03,284
Haryana,Faridabad,2025-04,1207
Haryana,Faridabad,2025-05,517
Haryana,Faridabad,2025-06,478
Haryana,Faridabad,2025-07,118
Haryana,Faridabad,2025-08,191
Haryana,Faridabad,2025-09,350
Haryana,Faridabad,2025-10,803
Haryana,Faridabad,2025-11,324
Haryana,Faridabad,2025-12,1398
Haryana,Faridabad,NaT,8368
Haryana,Fatehabad,2025-01,12388
Haryana,Fatehabad,2025-02,120
Haryana,Fatehabad,2025-03,187
Haryana,Fatehabad,2025-05,108
Haryana,Fatehabad,2025-06,253
Haryana,Fatehabad,2025-07,5
Haryana,Fatehabad,2025-08,269
Haryana,Fatehabad,2025-09,186
Haryana,Fatehabad,2025-10,125
Haryana,Fatehabad,2025-11,129
Haryana,Fatehabad,2025-12,122
Haryana,Fatehabad,NaT,1599
Haryana,Gurgaon,2025-01,27211
Haryana,Gurgaon,2025-02,180
Haryana,Gurgaon,2025-03,275
Haryana,Gurgaon,2025-04,364
Haryana,Gurgaon,2025-05,124
Haryana,Gurgaon,2025-06,849
Haryana,Gurgaon,2025-07,138
Haryana,Gurgaon,2025-08,323
Haryana,Gurgaon,2025-09,202
Haryana,Gurgaon,2025-10,554
Haryana,Gurgaon,2025-11,391
Haryana,Gurgaon,2025-12,973
Haryana,Gurgaon,NaT,6582
Haryana,Hisar,2025-01,8861
Haryana,Hisar,2025-02,65
Haryana,Hisar,2025-03,152
Haryana,Hisar,2025-04,95
Haryana,Hisar,2025-05,264
Haryana,Hisar,2025-06,602
Haryana,Hisar,2025-07,49
Haryana,Hisar,2025-08,82
Haryana,Hisar,2025-09,128
Haryana,Hisar,2025-10,206
Haryana,Hisar,2025-11,121
Haryana,Hisar,2025-12,339
Haryana,Hisar,NaT,3547
Haryana,Jhajjar,2025-01,8703
Haryana,Jhajjar,2025-02,27
Haryana,Jhajjar,2025-03,50
Haryana,Jhajjar,2025-04,95
Haryana,Jhajjar,2025-05,68
Haryana,Jhajjar,2025-06,206
Haryana,Jhajjar,2025-07,14
Haryana,Jhajjar,2025-08,388
Haryana,Jhajjar,2025-09,173
Haryana,Jhajjar,2025-10,143
Haryana,Jhajjar,2025-11,134
Haryana,Jhajjar,2025-12,132
Haryana,Jhajjar,NaT,2007
Haryana,Jind,2025-01,11202
Haryana,Jind,2025-02,35
Haryana,Jind,2025-03,172
Haryana,Jind,2025-04,198
Haryana,Jind,2025-05,101
Haryana,Jind,2025-06,26
Haryana,Jind,2025-07,18
Haryana,Jind,2025-08,189
Haryana,Jind,2025-09,170
Haryana,Jind,2025-10,201
Haryana,Jind,2025-11,53
Haryana,Jind,2025-12,184
Haryana,Jind,NaT,2233
Haryana,Kaithal,2025-01,2754
Haryana,Kaithal,2025-02,125
Haryana,Kaithal,2025-03,15
Haryana,Kaithal,2025-04,203
Haryana,Kaithal,2025-05,98
Haryana,Kaithal,2025-06,193
Haryana,Kaithal,2025-07,6
Haryana,Kaithal,2025-08,325
Haryana,Kaithal,2025-09,174
Haryana,Kaithal,2025-10,198
Haryana,Kaithal,2025-11,74
Haryana,Kaithal,2025-12,124
Haryana,Kaithal,NaT,1606
Haryana,Karnal,2025-01,13174
Haryana,Karnal,2025-02,55
Haryana,Karnal,2025-03,124
Haryana,Karnal,2025-04,112
Haryana,Karnal,2025-05,207
Haryana,Karnal,2025-06,527
Haryana,Karnal,2025-07,23
Haryana,Karnal,2025-08,150
Haryana,Karnal,2025-09,184
Haryana,Karnal,2025-10,232
Haryana,Karnal,2025-11,191
Haryana,Karnal,2025-12,274
Haryana,Karnal,NaT,2103
Haryana,Kurukshetra,2025-01,5811
Haryana,Kurukshetra,2025-02,31
Haryana,Kurukshetra,2025-03,68
Haryana,Kurukshetra,2025-04,161
Haryana,Kurukshetra,2025-05,116
Haryana,Kurukshetra,2025-06,197
Haryana,Kurukshetra,2025-07,2
Haryana,Kurukshetra,2025-08,33
Haryana,Kurukshetra,2025-09,87
Haryana,Kurukshetra,2025-10,272
Haryana,Kurukshetra,2025-11,46
Haryana,Kurukshetra,2025-12,199
Haryana,Kurukshetra,NaT,1742
Haryana,Mahendragarh,2025-01,6233
Haryana,Mahendragarh,2025-02,64
Haryana,Mahendragarh,2025-03,74
Haryana,Mahendragarh,2025-04,192
Haryana,Mahendragarh,2025-05,82
Haryana,Mahendragarh,2025-06,212
Haryana,Mahendragarh,2025-07,12
Haryana,Mahendragarh,2025-08,113
Haryana,Mahendragarh,2025-09,198
Haryana,Mahendragarh,2025-10,73
Haryana,Mahendragarh,2025-11,171
Haryana,Mahendragarh,2025-12,258
Haryana,Mahendragarh,NaT,1595
Haryana,Mewat,2025-01,17207
Haryana,Mewat,2025-02,304
Haryana,Mewat,2025-03,319
Haryana,Mewat,2025-04,183
Haryana,Mewat,2025-05,34
Haryana,Mewat,2025-06,239
Haryana,Mewat,2025-08,678
Haryana,Mewat,2025-09,196
Haryana,Mewat,2025-10,388
Haryana,Mewat,2025-11,136
Haryana,Mewat,2025-12,235
Haryana,Mewat,NaT,3540
Haryana,Palwal,2025-01,10105
Haryana,Palwal,2025-02,378
Haryana,Palwal,2025-03,403
Haryana,Palwal,2025-04,371
Haryana,Palwal,2025-05,305
Haryana,Palwal,2025-06,392
Haryana,Palwal,2025-07,41
Haryana,Palwal,2025-08,146
Haryana,Palwal,2025-09,360
Haryana,Palwal,2025-10,250
Haryana,Palwal,2025-11,195
Haryana,Palwal,2025-12,177
Haryana,Palwal,NaT,3742
Haryana,Panchkula,2025-01,6833
Haryana,Panchkula,2025-02,91
Haryana,Panchkula,2025-03,30
Haryana,Panchkula,2025-04,86
Haryana,Panchkula,2025-05,136
Haryana,Panchkula,2025-06,163
Haryana,Panchkula,2025-07,5
Haryana,Panchkula,2025-08,81
Haryana,Panchkula,2025-09,176
Haryana,Panchkula,2025-10,90
Haryana,Panchkula,2025-11,121
Haryana,Panchkula,2025-12,138
Haryana,Panchkula,NaT,2020
Haryana,Panipat,2025-01,9829
Haryana,Panipat,2025-02,22
Haryana,Panipat,2025-03,47
Haryana,Panipat,2025-04,47
Haryana,Panipat,2025-05,395
Haryana,Panipat,2025-06,298
Haryana,Panipat,2025-07,18
Haryana,Panipat,2025-08,117
Haryana,Panipat,2025-09,302
Haryana,Panipat,2025-10,313
Haryana,Panipat,2025-11,236
Haryana,Panipat,2025-12,127
Haryana,Panipat,NaT,2868
Haryana,Rewari,2025-01,8673
Haryana,Rewari,2025-02,87
Haryana,Rewari,2025-03,289
Haryana,Rewari,2025-04,314
Haryana,Rewari,2025-05,59
Haryana,Rewari,2025-06,146
Haryana,Rewari,2025-07,11
Haryana,Rewari,2025-08,263
Haryana,Rewari,2025-09,144
Haryana,Rewari,2025-10,371
Haryana,Rewari,2025-11,85
Haryana,Rewari,2025-12,222
Haryana,Rewari,NaT,2768
Haryana,Rohtak,2025-01,7905
Haryana,Rohtak,2025-02,181
Haryana,Rohtak,2025-03,87
Haryana,Rohtak,2025-04,50
Haryana,Rohtak,2025-05,22
Haryana,Rohtak,2025-06,37
Haryana,Rohtak,2025-07,3
Haryana,Rohtak,2025-08,112
Haryana,Rohtak,2025-09,97
Haryana,Rohtak,2025-10,25
Haryana,Rohtak,2025-11,121
Haryana,Rohtak,2025-12,59
Haryana,Rohtak,NaT,1185
Haryana,Sirsa,2025-01,9585
Haryana,Sirsa,2025-02,159
Haryana,Sirsa,2025-03,234
Haryana,Sirsa,2025-04,153
Haryana,Sirsa,2025-05,85
Haryana,Sirsa,2025-06,353
Haryana,Sirsa,2025-07,8
Haryana,Sirsa,2025-08,314
Haryana,Sirsa,2025-09,338
Haryana,Sirsa,2025-10,293
Haryana,Sirsa,2025-11,274
Haryana,Sirsa,2025-12,199
Haryana,Sirsa,NaT,3390
Haryana,Sonipat,2025-01,10144
Haryana,Sonipat,2025-02,171
Haryana,Sonipat,2025-03,104
Haryana,Sonipat,2025-04,254
Haryana,Sonipat,2025-05,265
Haryana,Sonipat,2025-06,512
Haryana,Sonipat,2025-07,25
Haryana,Sonipat,2025-08,181
Haryana,Sonipat,2025-09,215
Haryana,Sonipat,2025-10,290
Haryana,Sonipat,2025-11,230
Haryana,Sonipat,2025-12,549
Haryana,Sonipat,NaT,3075
Haryana,Yamuna Nagar,2025-01,12331
Haryana,Yamuna Nagar,2025-02,120
Haryana,Yamuna Nagar,2025-03,294
Haryana,Yamuna Nagar,2025-04,248
Haryana,Yamuna Nagar,2025-05,92
Haryana,Yamuna Nagar,2025-06,77
Haryana,Yamuna Nagar,2025-07,31
Haryana,Yamuna Nagar,2025-08,324
Haryana,Yamuna Nagar,2025-09,143
Haryana,Yamuna Nagar,2025-10,293
Haryana,Yamuna Nagar,2025-11,53
Haryana,Yamuna Nagar,2025-12,138
Haryana,Yamuna Nagar,NaT,3321
Haryana,Yamunanagar,2025-01,4
Haryana,Yamunanagar,2025-02,3
Haryana,Yamunanagar,2025-03,2
Haryana,Yamunanagar,2025-04,11
Haryana,Yamunanagar,2025-05,4
Haryana,Yamunanagar,2025-09,1
Haryana,Yamunanagar,2025-10,13
Haryana,Yamunanagar,2025-12,4
Haryana,Yamunanagar,NaT,65
Himachal Pradesh,Bilaspur,2025-01,781
Himachal Pradesh,Bilaspur,2025-02,30
Himachal Pradesh,Bilaspur,2025-03,11
Himachal Pradesh,Bilaspur,2025-04,74
Himachal Pradesh,Bilaspur,2025-05,36
Himachal Pradesh,Bilaspur,2025-06,74
Himachal Pradesh,Bilaspur,2025-07,2
Himachal Pradesh,Bilaspur,2025-08,108
Himachal Pradesh,Bilaspur,2025-09,66
Himachal Pradesh,Bilaspur,2025-10,73
Himachal Pradesh,Bilaspur,2025-11,34
Himachal Pradesh,Bilaspur,2025-12,76
Himachal Pradesh,Bilaspur,NaT,671
Himachal Pradesh,Chamba,2025-01,1600
Himachal Pradesh,Chamba,2025-02,37
Himachal Pradesh,Chamba,2025-03,63
Himachal Pradesh,Chamba,2025-04,56
Himachal Pradesh,Chamba,2025-05,96
Himachal Pradesh,Chamba,2025-06,152
Himachal Pradesh,Chamba,2025-07,56
Himachal Pradesh,Chamba,2025-08,196
Himachal Pradesh,Chamba,2025-09,265
Himachal Pradesh,Chamba,2025-10,312
Himachal Pradesh,Chamba,2025-11,251
Himachal Pradesh,Chamba,2025-12,270
Himachal Pradesh,Chamba,NaT,2358
Himachal Pradesh,Hamirpur,2025-01,602
Himachal Pradesh,Hamirpur,2025-02,41
Himachal Pradesh,Hamirpur,2025-03,36
Himachal Pradesh,Hamirpur,2025-04,73
Himachal Pradesh,Hamirpur,2025-05,30
Himachal Pradesh,Hamirpur,2025-06,100
Himachal Pradesh,Hamirpur,2025-07,2
Himachal Pradesh,Hamirpur,2025-08,57
Himachal Pradesh,Hamirpur,2025-09,59
Himachal Pradesh,Hamirpur,2025-10,108
Himachal Pradesh,Hamirpur,2025-11,61
Himachal Pradesh,Hamirpur,2025-12,103
Himachal Pradesh,Hamirpur,NaT,729
Himachal Pradesh,Kangra,2025-01,2231
Himachal Pradesh,Kangra,2025-02,128
Himachal Pradesh,Kangra,2025-03,251
Himachal Pradesh,Kangra,2025-04,282
Himachal Pradesh,Kangra,2025-05,216
Himachal Pradesh,Kangra,2025-06,380
Himachal Pradesh,Kangra,2025-07,25
Himachal Pradesh,Kangra,2025-08,305
Himachal Pradesh,Kangra,2025-09,334
Himachal Pradesh,Kangra,2025-10,393
Himachal Pradesh,Kangra,2025-11,270
Himachal Pradesh,Kangra,2025-12,444
Himachal Pradesh,Kangra,NaT,2940
Himachal Pradesh,Kinnaur,2025-01,7
Himachal Pradesh,Kinnaur,2025-02,4
Himachal Pradesh,Kinnaur,2025-03,1
Himachal Pradesh,Kinnaur,2025-04,13
Himachal Pradesh,Kinnaur,2025-05,3
Himachal Pradesh,Kinnaur,2025-06,13
Himachal Pradesh,Kinnaur,2025-07,1
Himachal Pradesh,Kinnaur,2025-08,16
Himachal Pradesh,Kinnaur,2025-09,15
Himachal Pradesh,Kinnaur,2025-10,25
Himachal Pradesh,Kinnaur,2025-11,9
Himachal Pradesh,Kinnaur,2025-12,24
Himachal Pradesh,Kinnaur,NaT,168
Himachal Pradesh,Kullu,2025-01,323
Himachal Pradesh,Kullu,2025-02,7
Himachal Pradesh,Kullu,2025-03,13
Himachal Pradesh,Kullu,2025-04,34
Himachal Pradesh,Kullu,2025-05,21
Himachal Pradesh,Kullu,2025-06,121
Himachal Pradesh,Kullu,2025-07,6
Himachal Pradesh,Kullu,2025-08,63
Himachal Pradesh,Kullu,2025-09,63
Himachal Pradesh,Kullu,2025-10,170
Himachal Pradesh,Kullu,2025-11,77
Himachal Pradesh,Kullu,2025-12,146
Himachal Pradesh,Kullu,NaT,1113
Himachal Pradesh,Lahaul And Spiti,2025-03,1
Himachal Pradesh,Lahaul And Spiti,2025-08,2
Himachal Pradesh,Lahaul And Spiti,2025-09,1
Himachal Pradesh,Lahaul And Spiti,2025-10,1
Himachal Pradesh,Lahaul And Spiti,NaT,4
Himachal Pradesh,Lahul & Spiti,2025-01,4
Himachal Pradesh,Lahul & Spiti,2025-08,5
Himachal Pradesh,Lahul & Spiti,2025-09,6
Himachal Pradesh,Lahul & Spiti,2025-10,6
Himachal Pradesh,Lahul & Spiti,2025-11,1
Himachal Pradesh,Lahul & Spiti,2025-12,4
Himachal Pradesh,Lahul & Spiti,NaT,38
Himachal Pradesh,Lahul And Spiti,2025-01,1
Himachal Pradesh,Lahul And Spiti,2025-02,1
Himachal Pradesh,Lahul And Spiti,2025-05,1
Himachal Pradesh,Lahul And Spiti,2025-08,2
Himachal Pradesh,Lahul And Spiti,2025-09,4
Himachal Pradesh,Lahul And Spiti,2025-10,4
Himachal Pradesh,Lahul And Spiti,2025-11,2
Himachal Pradesh,Lahul And Spiti,2025-12,4
Himachal Pradesh,Lahul And Spiti,NaT,23
Himachal Pradesh,Mandi,2025-01,1393
Himachal Pradesh,Mandi,2025-02,127
Himachal Pradesh,Mandi,2025-03,51
Himachal Pradesh,Mandi,2025-04,192
Himachal Pradesh,Mandi,2025-05,97
Himachal Pradesh,Mandi,2025-06,140
Himachal Pradesh,Mandi,2025-07,4
Himachal Pradesh,Mandi,2025-08,197
Himachal Pradesh,Mandi,2025-09,109
Himachal Pradesh,Mandi,2025-10,272
Himachal Pradesh,Mandi,2025-11,90
Himachal Pradesh,Mandi,2025-12,200
Himachal Pradesh,Mandi,NaT,1630
Himachal Pradesh,Shimla,2025-01,1258
Himachal Pradesh,Shimla,2025-02,41
Himachal Pradesh,Shimla,2025-03,43
Himachal Pradesh,Shimla,2025-04,97
Himachal Pradesh,Shimla,2025-05,64
Himachal Pradesh,Shimla,2025-06,154
Himachal Pradesh,Shimla,2025-07,5
Himachal Pradesh,Shimla,2025-08,205
Himachal Pradesh,Shimla,2025-09,165
Himachal Pradesh,Shimla,2025-10,330
Himachal Pradesh,Shimla,2025-11,152
Himachal Pradesh,Shimla,2025-12,207
Himachal Pradesh,Shimla,NaT,1825
Himachal Pradesh,Sirmaur,2025-01,4306
Himachal Pradesh,Sirmaur,2025-02,32
Himachal Pradesh,Sirmaur,2025-03,72
Himachal Pradesh,Sirmaur,2025-04,27
Himachal Pradesh,Sirmaur,2025-05,109
Himachal Pradesh,Sirmaur,2025-06,147
Himachal Pradesh,Sirmaur,2025-07,3
Himachal Pradesh,Sirmaur,2025-08,35
Himachal Pradesh,Sirmaur,2025-09,156
Himachal Pradesh,Sirmaur,2025-10,171
Himachal Pradesh,Sirmaur,2025-11,141
Himachal Pradesh,Sirmaur,2025-12,221
Himachal Pradesh,Sirmaur,NaT,1433
Himachal Pradesh,Solan,2025-01,414
Himachal Pradesh,Solan,2025-02,54
Himachal Pradesh,Solan,2025-03,34
Himachal Pradesh,Solan,2025-04,95
Himachal Pradesh,Solan,2025-05,113
Himachal Pradesh,Solan,2025-06,143
Himachal Pradesh,Solan,2025-07,3
Himachal Pradesh,Solan,2025-08,63
Himachal Pradesh,Solan,2025-09,87
Himachal Pradesh,Solan,2025-10,55
Himachal Pradesh,Solan,2025-11,44
Himachal Pradesh,Solan,2025-12,113
Himachal Pradesh,Solan,NaT,1110
Himachal Pradesh,Una,2025-01,884
Himachal Pradesh,Una,2025-02,127
Himachal Pradesh,Una,2025-03,100
Himachal Pradesh,Una,2025-04,144
Himachal Pradesh,Una,2025-05,90
Himachal Pradesh,Una,2025-06,117
Himachal Pradesh,Una,2025-08,126
Himachal Pradesh,Una,2025-09,144
Himachal Pradesh,Una,2025-10,121
Himachal Pradesh,Una,2025-11,38
Himachal Pradesh,Una,2025-12,90
Himachal Pradesh,Una,NaT,1053
Jammu & Kashmir,Anantnag,2025-10,2
Jammu & Kashmir,Badgam,2025-03,1
Jammu & Kashmir,Badgam,NaT,1
Jammu & Kashmir,Baramula,2025-01,2
Jammu & Kashmir,Baramula,2025-03,1
Jammu & Kashmir,Baramula,2025-04,2
Jammu & Kashmir,Baramula,2025-06,2
Jammu & Kashmir,Baramula,2025-08,7
Jammu & Kashmir,Baramula,NaT,9
Jammu & Kashmir,Jammu,2025-02,1
Jammu & Kashmir,Jammu,2025-04,5
Jammu & Kashmir,Jammu,2025-05,1
Jammu & Kashmir,Jammu,2025-06,2
Jammu & Kashmir,Jammu,2025-08,1
Jammu & Kashmir,Jammu,2025-09,1
Jammu & Kashmir,Jammu,2025-10,6
Jammu & Kashmir,Jammu,2025-11,4
Jammu & Kashmir,Jammu,2025-12,1
Jammu & Kashmir,Jammu,NaT,25
Jammu & Kashmir,Kathua,2025-01,1
Jammu & Kashmir,Kathua,2025-06,1
Jammu & Kashmir,Kathua,NaT,17
Jammu & Kashmir,Kupwara,NaT,1
Jammu & Kashmir,Leh (Ladakh),2025-04,1
Jammu & Kashmir,Leh (Ladakh),2025-06,0
Jammu & Kashmir,Leh (Ladakh),NaT,2
Jammu & Kashmir,Rajauri,NaT,1
Jammu & Kashmir,Srinagar,NaT,1
Jammu & Kashmir,Udhampur,NaT,1
Jammu And Kashmir,Anantnag,2025-01,8871
Jammu And Kashmir,Anantnag,2025-02,85
Jammu And Kashmir,Anantnag,2025-03,65
Jammu And Kashmir,Anantnag,2025-04,344
Jammu And Kashmir,Anantnag,2025-05,60
Jammu And Kashmir,Anantnag,2025-06,185
Jammu And Kashmir,Anantnag,2025-07,4
Jammu And Kashmir,Anantnag,2025-08,276
Jammu And Kashmir,Anantnag,2025-09,200
Jammu And Kashmir,Anantnag,2025-10,284
Jammu And Kashmir,Anantnag,2025-11,138
Jammu And Kashmir,Anantnag,2025-12,103
Jammu And Kashmir,Anantnag,NaT,2514
Jammu And Kashmir,Badgam,2025-01,2344
Jammu And Kashmir,Badgam,2025-02,15
Jammu And Kashmir,Badgam,2025-03,18
Jammu And Kashmir,Badgam,2025-04,68
Jammu And Kashmir,Badgam,2025-05,15
Jammu And Kashmir,Badgam,2025-06,195
Jammu And Kashmir,Badgam,2025-07,8
Jammu And Kashmir,Badgam,2025-08,89
Jammu And Kashmir,Badgam,2025-09,74
Jammu And Kashmir,Badgam,2025-10,38
Jammu And Kashmir,Badgam,2025-11,37
Jammu And Kashmir,Badgam,2025-12,104
Jammu And Kashmir,Badgam,NaT,1071
Jammu And Kashmir,Bandipore,2025-01,4369
Jammu And Kashmir,Bandipore,2025-02,19
Jammu And Kashmir,Bandipore,2025-03,70
Jammu And Kashmir,Bandipore,2025-04,134
Jammu And Kashmir,Bandipore,2025-05,52
Jammu And Kashmir,Bandipore,2025-06,187
Jammu And Kashmir,Bandipore,2025-07,2
Jammu And Kashmir,Bandipore,2025-08,135
Jammu And Kashmir,Bandipore,2025-09,70
Jammu And Kashmir,Bandipore,2025-10,116
Jammu And Kashmir,Bandipore,2025-11,49
Jammu And Kashmir,Bandipore,2025-12,154
Jammu And Kashmir,Bandipore,NaT,945
Jammu And Kashmir,Baramula,2025-01,6294
Jammu And Kashmir,Baramula,2025-02,188
Jammu And Kashmir,Baramula,2025-03,115
Jammu And Kashmir,Baramula,2025-04,377
Jammu And Kashmir,Baramula,2025-05,144
Jammu And Kashmir,Baramula,2025-06,245
Jammu And Kashmir,Baramula,2025-07,1
Jammu And Kashmir,Baramula,2025-08,232
Jammu And Kashmir,Baramula,2025-09,162
Jammu And Kashmir,Baramula,2025-10,341
Jammu And Kashmir,Baramula,2025-11,150
Jammu And Kashmir,Baramula,2025-12,248
Jammu And Kashmir,Baramula,NaT,2488
Jammu And Kashmir,Budgam,2025-01,6104
Jammu And Kashmir,Budgam,2025-02,17
Jammu And Kashmir,Budgam,2025-03,21
Jammu And Kashmir,Budgam,2025-04,47
Jammu And Kashmir,Budgam,2025-05,13
Jammu And Kashmir,Budgam,2025-06,37
Jammu And Kashmir,Budgam,2025-08,142
Jammu And Kashmir,Budgam,2025-09,41
Jammu And Kashmir,Budgam,2025-10,42
Jammu And Kashmir,Budgam,2025-11,25
Jammu And Kashmir,Budgam,2025-12,10
Jammu And Kashmir,Budgam,NaT,527
Jammu And Kashmir,Doda,2025-01,1117
Jammu And Kashmir,Doda,2025-02,17
Jammu And Kashmir,Doda,2025-03,18
